1, 5, 24
1, 7, 45
1, 16, 34
1, 17, 26
1, 19, 43
1, 29, 6
1, 32, 49
1, 38, 17
1, 42, 20
1, 46, 31
1, 51, 53
1, 53, 54
1, 56, 19
1, 59, 4
1, 64, 56
1, 65, 26
1, 70, 1
1, 70, 4
1, 76, 16
1, 84, 27
1, 93, 46
1, 96, 58
1, 100, 18
1, 102, 25
1, 103, 8
1, 108, 16
1, 109, 17
1, 111, 23
1, 111, 47
1, 113, 7
1, 119, 32
1, 120, 15
1, 120, 48
1, 132, 14
1, 146, 12
1, 146, 26
1, 149, 9
1, 150, 26
1, 153, 35
1, 165, 57
1, 176, 1
1, 181, 55
1, 196, 19
1, 197, 51
1, 200, 4
1, 202, 6
1, 203, 20
1, 212, 8
1, 214, 15
1, 215, 54
1, 216, 31
1, 218, 49
1, 226, 29
1, 232, 16
1, 234, 11
1, 234, 43
1, 234, 56
1, 241, 43
1, 246, 52
1, 247, 49
1, 252, 12
1, 255, 28
1, 257, 37
1, 260, 21
1, 260, 44
1, 262, 9
1, 262, 39
1, 265, 21
1, 265, 24
1, 267, 8
1, 267, 28
1, 267, 45
1, 267, 59
1, 268, 1
1, 273, 53
1, 280, 22
1, 287, 41
1, 302, 32
1, 303, 20
1, 305, 56
1, 316, 34
1, 323, 35
1, 330, 48
1, 331, 35
1, 333, 27
1, 347, 47
1, 350, 36
1, 350, 47
1, 354, 17
1, 357, 46
1, 360, 23
1, 372, 48
1, 373, 36
1, 386, 58
1, 401, 31
1, 404, 45
1, 411, 25
1, 416, 35
1, 419, 31
1, 430, 29
1, 430, 43
1, 440, 51
1, 441, 55
1, 468, 28
1, 471, 46
1, 481, 29
1, 490, 41
1, 509, 28
1, 513, 56
1, 514, 16
1, 514, 36
1, 517, 11
1, 518, 32
1, 518, 54
1, 520, 4
1, 520, 52
1, 521, 13
1, 524, 21
1, 524, 27
1, 524, 59
1, 527, 14
1, 528, 49
1, 529, 34
1, 532, 14
1, 533, 26
1, 534, 18
1, 536, 15
1, 542, 54
1, 546, 7
1, 547, 46
1, 558, 35
1, 566, 45
1, 567, 53
1, 568, 18
1, 571, 7
1, 571, 22
1, 581, 22
1, 585, 58
1, 590, 11
1, 598, 39
1, 602, 55
1, 603, 17
1, 605, 13
1, 606, 9
1, 611, 46
1, 614, 31
1, 618, 24
1, 625, 41
1, 633, 6
1, 637, 29
1, 642, 37
1, 645, 12
1, 650, 19
1, 650, 28
1, 651, 47
1, 655, 48
1, 658, 34
1, 659, 16
1, 664, 35
1, 670, 20
1, 671, 8
1, 673, 38
1, 682, 15
1, 683, 51
1, 688, 26
1, 688, 34
1, 701, 7
1, 701, 52
1, 703, 47
1, 711, 54
1, 717, 11
1, 725, 36
1, 725, 38
1, 726, 17
1, 731, 53
1, 735, 1
1, 737, 6
1, 745, 31
1, 746, 32
1, 749, 27
1, 756, 22
1, 760, 4
1, 765, 51
1, 766, 25
1, 769, 49
1, 770, 31
1, 772, 14
1, 772, 54
1, 774, 9
1, 780, 48
1, 795, 23
1, 797, 41
2, 4, 22
2, 6, 55
2, 8, 31
2, 14, 12
2, 17, 51
2, 18, 23
2, 19, 37
2, 19, 57
2, 27, 52
2, 31, 36
2, 36, 40
2, 41, 4
2, 42, 37
2, 43, 17
2, 45, 6
2, 47, 1
2, 65, 1
2, 66, 24
2, 76, 40
2, 79, 23
2, 82, 27
2, 88, 21
2, 91, 42
2, 96, 5
2, 105, 26
2, 109, 28
2, 112, 43
2, 113, 53
2, 118, 34
2, 119, 47
2, 120, 3
2, 120, 11
2, 121, 52
2, 124, 35
2, 127, 4
2, 127, 16
2, 134, 25
2, 135, 21
2, 139, 9
2, 139, 36
2, 148, 55
2, 155, 58
2, 157, 20
2, 162, 31
2, 164, 7
2, 169, 30
2, 172, 26
2, 177, 17
2, 177, 29
2, 179, 40
2, 189, 54
2, 193, 4
