0, 0, 0
0, 1, 0
0, 2, 0
0, 3, 0
0, 4, 0
0, 5, 0
0, 6, 0
0, 7, 0
0, 8, 0
0, 9, 0
0, 10, 0
0, 11, 0
0, 12, 0
0, 13, 0
0, 14, 0
0, 15, 0
0, 16, 0
0, 17, 0
0, 18, 0
0, 19, 0
0, 20, 0
0, 21, 0
0, 22, 0
0, 23, 0
0, 24, 0
0, 25, 0
0, 26, 0
0, 27, 0
0, 28, 0
0, 29, 0
0, 30, 0
0, 31, 0
0, 32, 0
0, 33, 0
0, 34, 0
0, 35, 0
0, 36, 0
0, 37, 0
0, 38, 0
0, 39, 0
0, 40, 0
0, 41, 0
0, 42, 0
0, 43, 0
0, 44, 0
0, 45, 0
0, 46, 0
0, 47, 0
0, 48, 0
0, 49, 0
0, 50, 0
0, 51, 0
0, 52, 0
0, 53, 0
0, 54, 0
0, 55, 0
0, 56, 0
0, 57, 0
0, 58, 0
0, 59, 0
0, 60, 0
0, 61, 0
0, 62, 0
0, 63, 0
0, 64, 0
0, 65, 0
0, 66, 0
0, 67, 0
0, 68, 0
0, 69, 0
0, 70, 0
0, 71, 0
0, 72, 0
0, 73, 0
0, 74, 0
0, 75, 0
0, 76, 0
0, 77, 0
0, 78, 0
0, 79, 0
0, 80, 0
0, 81, 0
0, 82, 0
0, 83, 0
0, 84, 0
0, 85, 0
0, 86, 0
0, 87, 0
0, 88, 0
0, 89, 0
0, 90, 0
0, 91, 0
0, 92, 0
0, 93, 0
0, 94, 0
0, 95, 0
0, 96, 0
0, 97, 0
0, 98, 0
0, 99, 0
0, 100, 0
0, 101, 0
1, 0, 0
1, 1, 0
1, 2, 52
1, 3, 6
1, 4, 40
1, 5, 21
1, 6, 38
1, 7, 32
1, 8, 28
1, 9, 0
1, 10, 0
1, 11, 24
1, 12, 0
1, 13, 22
1, 14, 39
1, 15, 43
1, 16, 0
1, 17, 31
1, 18, 0
1, 19, 51
1, 20, 0
1, 21, 2
1, 22, 0
1, 23, 15
1, 24, 0
1, 25, 47
1, 26, 9
1, 27, 36
1, 28, 0
1, 29, 0
1, 30, 51
1, 31, 48
1, 32, 21
1, 33, 55
1, 34, 12
1, 35, 0
1, 36, 16
1, 37, 4
1, 38, 37
1, 39, 0
1, 40, 13
1, 41, 45
1, 42, 47
1, 43, 0
1, 44, 0
1, 45, 0
1, 46, 0
1, 47, 9
1, 48, 40
1, 49, 49
1, 50, 0
1, 51, 0
1, 52, 43
1, 53, 0
1, 54, 15
1, 55, 0
1, 56, 25
1, 57, 10
1, 58, 17
1, 59, 0
1, 60, 45
1, 61, 29
1, 62, 17
1, 63, 36
1, 64, 26
1, 65, 0
1, 66, 0
1, 67, 0
1, 68, 20
1, 69, 51
1, 70, 48
1, 71, 28
1, 72, 18
1, 73, 52
1, 74, 24
1, 75, 40
1, 76, 0
1, 77, 7
1, 78, 0
1, 79, 36
1, 80, 0
1, 81, 22
1, 82, 7
1, 83, 39
1, 84, 0
1, 85, 11
1, 86, 32
1, 87, 0
1, 88, 51
1, 89, 0
1, 90, 47
1, 91, 0
1, 92, 3
1, 93, 0
1, 94, 33
1, 95, 0
1, 96, 0
1, 97, 6
1, 98, 0
1, 99, 15
1, 100, 12
1, 101, 34
2, 0, 0
2, 1, 0
2, 2, 9
2, 3, 14
2, 4, 26
2, 5, 0
2, 6, 6
2, 7, 21
2, 8, 54
2, 9, 0
2, 10, 0
2, 11, 40
2, 12, 0
2, 13, 53
2, 14, 12
2, 15, 0
2, 16, 28
2, 17, 54
2, 18, 0
2, 19, 0
2, 20, 0
2, 21, 0
2, 22, 48
2, 23, 36
2, 24, 45
2, 25, 0
2, 26, 0
2, 27, 0
2, 28, 0
2, 29, 6
2, 30, 0
2, 31, 0
2, 32, 0
2, 33, 24
2, 34, 0
2, 35, 0
2, 36, 42
2, 37, 16
2, 38, 23
2, 39, 37
2, 40, 0
2, 41, 35
2, 42, 40
2, 43, 0
2, 44, 0
2, 45, 40
2, 46, 26
2, 47, 0
2, 48, 37
2, 49, 4
2, 50, 0
2, 51, 37
2, 52, 0
2, 53, 0
2, 54, 9
2, 55, 20
2, 56, 41
2, 57, 0
2, 58, 0
2, 59, 40
2, 60, 44
2, 61, 0
2, 62, 0
2, 63, 20
2, 64, 25
2, 65, 9
2, 66, 45
2, 67, 32
2, 68, 0
2, 69, 41
2, 70, 53
2, 71, 0
2, 72, 50
2, 73, 0
2, 74, 0
2, 75, 0
2, 76, 0
2, 77, 0
2, 78, 0
2, 79, 0
2, 80, 12
2, 81, 52
2, 82, 27
2, 83, 6
2, 84, 37
2, 85, 35
2, 86, 4
2, 87, 28
2, 88, 0
2, 89, 53
2, 90, 30
2, 91, 45
2, 92, 42
2, 93, 33
2, 94, 14
2, 95, 0
2, 96, 0
2, 97, 0
2, 98, 39
2, 99, 41
2, 100, 35
2, 101, 0
3, 0, 0
3, 1, 0
3, 2, 46
3, 3, 32
3, 4, 0
3, 5, 13
3, 6, 0
3, 7, 47
3, 8, 31
3, 9, 0
3, 10, 0
3, 11, 4
3, 12, 0
3, 13, 40
3, 14, 0
3, 15, 25
3, 16, 25
3, 17, 44
3, 18, 0
3, 19, 0
3, 20, 49
3, 21, 0
3, 22, 2
3, 23, 23
3, 24, 0
3, 25, 0
3, 26, 38
3, 27, 0
3, 28, 44
3, 29, 29
3, 30, 0
3, 31, 0
3, 32, 9
3, 33, 0
3, 34, 0
3, 35, 0
3, 36, 0
3, 37, 26
3, 38, 16
3, 39, 49
3, 40, 0
3, 41, 0
3, 42, 4
3, 43, 24
3, 44, 0
3, 45, 0
3, 46, 18
3, 47, 17
3, 48, 54
3, 49, 0
3, 50, 44
3, 51, 29
3, 52, 0
3, 53, 32
3, 54, 0
3, 55, 0
3, 56, 0
3, 57, 0
3, 58, 0
3, 59, 0
3, 60, 0
3, 61, 24
3, 62, 47
3, 63, 0
3, 64, 14
3, 65, 54
3, 66, 51
3, 67, 0
3, 68, 30
3, 69, 0
3, 70, 0
3, 71, 0
3, 72, 22
3, 73, 47
3, 74, 0
3, 75, 46
3, 76, 32
3, 77, 26
3, 78, 33
3, 79, 0
3, 80, 18
3, 81, 49
3, 82, 13
3, 83, 49
3, 84, 35
3, 85, 0
3, 86, 0
3, 87, 0
3, 88, 22
3, 89, 0
3, 90, 0
3, 91, 38
3, 92, 0
3, 93, 0
3, 94, 29
3, 95, 9
3, 96, 51
3, 97, 0
3, 98, 43
3, 99, 0
3, 100, 31
3, 101, 0
4, 0, 0
4, 1, 58
4, 2, 0
4, 3, 36
4, 4, 47
4, 5, 25
4, 6, 0
4, 7, 0
4, 8, 0
4, 9, 37
4, 10, 40
4, 11, 0
4, 12, 29
4, 13, 0
4, 14, 0
4, 15, 53
4, 16, 7
4, 17, 0
4, 18, 44
4, 19, 0
4, 20, 0
4, 21, 0
4, 22, 38
4, 23, 9
4, 24, 0
4, 25, 39
4, 26, 0
4, 27, 20
4, 28, 0
4, 29, 2
4, 30, 39
4, 31, 10
4, 32, 0
4, 33, 54
4, 34, 0
4, 35, 0
4, 36, 9
4, 37, 43
4, 38, 25
4, 39, 32
4, 40, 44
4, 41, 30
4, 42, 0
4, 43, 13
4, 44, 9
4, 45, 0
4, 46, 39
4, 47, 19
4, 48, 0
4, 49, 27
4, 50, 4
4, 51, 30
4, 52, 44
4, 53, 31
4, 54, 38
4, 55, 0
4, 56, 37
4, 57, 52
4, 58, 0
